num_updates,num_env_steps,sps,steps_per_second,time_delta,solve_rate/SixteenRooms,solve_rate/SixteenRooms2,solve_rate/Labyrinth,solve_rate/LabyrinthFlipped,solve_rate/Labyrinth2,solve_rate/StandardMaze,solve_rate/StandardMaze2,solve_rate/StandardMaze3,solve_rate/mean,return/SixteenRooms,return/SixteenRooms2,return/Labyrinth,return/LabyrinthFlipped,return/Labyrinth2,return/StandardMaze,return/StandardMaze2,return/StandardMaze3,return/mean,eval_ep_lengths/mean,agent/loss,agent/critic_loss,agent/actor_loss,agent/entropy,level/mean_num_blocks,train/learnability,train/success_rate,level_sampler/size,level_sampler/episode_count,level_sampler/max_score,level_sampler/weighted_score,level_sampler/mean_score,level_sampler/mean_p,level_sampler/mean_max_return,sfl/topk_learnability,sfl/population_learnability,branch/num_dr_updates,branch/num_replay_updates,branch/num_mutation_updates,branch/num_sfl_updates,oracle/bias,oracle/brier,oracle/control_brier,oracle/control_learnability,oracle/control_rank_corr,oracle/predicted_learnability,oracle/rank_corr,oracle/selected_learnability,oracle/selection_gain,oracle/loss,oracle/observations,branch/num_oracle_inserts,oracle/buffer_mean_p
250.0,2048000.0,28032.39555336248,28032.39555336248,73.05832982063293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,-0.00018806493608281016,0.0033911140635609627,1.7886190306626304e-08,1.8836398124694824,23.309001922607422,0.0546562522649765,0.10137500613927841,1968.0,1968.0,0.25,nan,0.05554497241973877,0.10251525044441223,0.1783307045698166,0.12109375,0.060546875,242.0,0.0,0.0,8.0,0.390625,0.189453125,0.2109375,0.0390625,0.6705882549285889,0.25,0.6839745044708252,0.0677083358168602,1.7333334684371948,0.36944451928138733,2000.0,1.0,0.1313708871603012
500.0,4096000.0,61458.73007338436,30729.36503669218,66.64634943008423,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02500000037252903,0.06751999258995056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843999907374382,250.0,0.00035893209860660136,0.004342408385127783,-4.9280435632681474e-05,1.7629916667938232,24.754501342773438,0.13124054670333862,0.2551608085632324,2963.0,6840.0,0.25,nan,0.08762939274311066,0.12549731135368347,0.23169976472854614,0.109375,0.0546875,242.0,121.0,121.0,16.0,0.036358948796987534,0.031879525631666183,0.02399563044309616,0.0625,0.07352941483259201,0.11308448016643524,-0.08800368010997772,0.0520833358168602,0.8333333730697632,0.5082292556762695,6904.0,2.0,0.1727977991104126
750.0,6144000.0,182784.66043277565,60928.22014425856,33.61332392692566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.001448555034585297,0.005847351625561714,-0.00011253680713707581,1.362583875656128,25.76300048828125,0.1646842211484909,0.35370945930480957,3962.0,11712.0,0.25,nan,0.12819696962833405,0.19388431310653687,0.3400160074234009,0.205078125,0.12890625,242.0,242.0,242.0,24.0,-0.11603839695453644,0.08419398963451385,0.11744196712970734,0.10546875,-0.6058823466300964,0.12302403151988983,-0.1624542474746704,0.13671875,1.2962963581085205,0.6027814149856567,8192.0,3.0,0.3008357584476471
1000.0,8192000.0,247938.26948175536,61984.56737043884,33.04048228263855,0.20000000298023224,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.03750000149011612,0.10495998710393906,0.024399995803833008,0.0,0.0,0.0,0.0,0.0,0.0,0.016169998794794083,250.0,0.0044009326957166195,0.011053511872887611,-0.0002930520277004689,0.8327717781066895,26.85262680053711,0.16840341687202454,0.5266668796539307,4000.0,16584.0,0.25,0.23346926271915436,0.18953371047973633,0.24133655428886414,0.43324074149131775,0.22265625,0.158203125,242.0,363.0,363.0,32.0,-0.20385384559631348,0.14284297823905945,0.13840854167938232,0.16015625,-0.3029411733150482,0.19773736596107483,-0.029670335352420807,0.1575520932674408,0.9837398529052734,0.6550886631011963,8192.0,4.0,0.5184563398361206
1250.0,10240000.0,303439.1987182913,60687.83974365827,33.746464014053345,0.6000000238418579,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.08750000596046448,0.3213599622249603,0.03232000023126602,0.0,0.0,0.0,0.0,0.0,0.0,0.04420999437570572,229.0,0.006142782513052225,0.01360764168202877,-0.00013074306480120867,0.5302957892417908,25.991626739501953,0.1501634418964386,0.6103425025939941,4000.0,21456.0,0.25,0.24458739161491394,0.2212042659521103,0.2994365096092224,0.5536891222000122,0.1796875,0.08984375,242.0,484.0,484.0,40.0,-0.31569039821624756,0.1527165323495865,0.12255073338747025,0.09765625,-0.05588235333561897,0.24852254986763,-0.03983517363667488,0.0872395858168602,0.8933333158493042,0.5630112886428833,8192.0,5.0,0.773172914981842
1500.0,12288000.0,366726.6553599106,61121.10922665177,33.50724530220032,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500000298023224,0.3328799903392792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416099987924099,229.875,0.00621026661247015,0.013670452870428562,-0.00023482464894186705,0.3901354670524597,26.96837615966797,0.14430394768714905,0.6377185583114624,4000.0,26328.0,0.25,0.2229049652814865,0.16996513307094574,0.3533914387226105,0.6613938212394714,0.125,0.0625,242.0,605.0,605.0,48.0,-0.26496678590774536,0.1545308530330658,0.0632617324590683,0.0546875,0.6205882430076599,0.22875620424747467,-0.18493592739105225,0.0651041716337204,1.1904762983322144,0.5298696160316467,8192.0,6.0,0.8598493933677673
1750.0,14336000.0,426686.47797547624,60955.21113935375,33.59843993186951,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02500000037252903,0.12691999971866608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01586499996483326,250.0,0.006031333468854427,0.013031361624598503,-0.00013738528650719672,0.346962034702301,26.48662567138672,0.154646098613739,0.6224309206008911,4000.0,31200.0,0.25,0.2078176885843277,0.1341845840215683,0.400958776473999,0.7326257824897766,0.109375,0.0546875,242.0,726.0,726.0,56.0,-0.25795671343803406,0.14887160062789917,0.04738367348909378,0.0234375,-0.20000000298023224,0.21069595217704773,-0.24931323528289795,0.0651041716337204,2.777778148651123,0.48212701082229614,8192.0,7.0,0.8823337554931641
2000.0,16384000.0,489932.943739093,61241.61796738663,33.44131112098694,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.08750000596046448,0.3145199716091156,0.0,0.0,0.0,0.0,0.0,0.0,0.021519994363188744,0.04200499504804611,239.625,0.005934845190495253,0.012828679755330086,-0.00018530910892877728,0.29418593645095825,27.380876541137695,0.15503627061843872,0.6396356225013733,4000.0,36072.0,0.2490234375,0.20222514867782593,0.12442662566900253,0.4447745382785797,0.7844520807266235,0.154296875,0.0771484375,242.0,847.0,847.0,64.0,-0.21496781706809998,0.12108933925628662,0.016077730804681778,0.03515625,-0.27941176295280457,0.20310232043266296,-0.00018315021588932723,0.0911458358168602,2.592592716217041,0.45647671818733215,8192.0,8.0,0.888583779335022
2250.0,18432000.0,563240.014134219,62582.22379269101,32.724947690963745,0.800000011920929,0.699999988079071,0.0,0.0,0.0,0.5,0.0,0.10000000149011612,0.26249998807907104,0.34279999136924744,0.3529599606990814,0.0,0.0,0.0,0.13567999005317688,0.0,0.03303999826312065,0.10805999487638474,211.0,0.0053304266184568405,0.011839143000543118,-0.00035559796378947794,0.23354768753051758,26.269500732421875,0.14170333743095398,0.6994506120681763,4000.0,40944.0,0.25,0.20146502554416656,0.12117458134889603,0.48933684825897217,0.8230049014091492,0.138671875,0.0693359375,242.0,968.0,968.0,72.0,-0.24204275012016296,0.12425936013460159,0.01029063668102026,0.0234375,-0.03529411926865578,0.2060486376285553,0.020879125222563744,0.0846354216337204,3.6111114025115967,0.4116041362285614,8192.0,9.0,0.9209941625595093
2500.0,20480000.0,629839.5198477545,62983.95198477546,32.5162193775177,0.9000000357627869,0.800000011920929,0.20000000298023224,0.0,0.0,0.699999988079071,0.0,0.4000000059604645,0.375,0.46835994720458984,0.4320800006389618,0.03979998826980591,0.0,0.0,0.2975199818611145,0.0,0.09327998757362366,0.16637998819351196,185.625,0.005409684963524342,0.01204038504511118,-0.0004204758151900023,0.19003140926361084,27.290000915527344,0.13944445550441742,0.7150581479072571,4000.0,45816.0,0.24609375,0.19442473351955414,0.10854148864746094,0.5323821306228638,0.8529272675514221,0.056640625,0.0283203125,242.0,1089.0,1089.0,80.0,-0.22196117043495178,0.11245619505643845,0.004555854480713606,0.01171875,0.27941176295280457,0.18802034854888916,0.09931320697069168,0.0338541679084301,2.8888890743255615,0.3688202500343323,8192.0,10.0,0.9305829405784607
2750.0,22528000.0,679692.5972913558,61790.23611739599,33.14439511299133,1.0,0.699999988079071,0.0,0.0,0.0,0.6000000238418579,0.0,0.4000000059604645,0.3375000059604645,0.6868000030517578,0.4339599609375,0.0,0.0,0.0,0.3195600211620331,0.0,0.1584399789571762,0.19984498620033264,210.25,0.005283653736114502,0.011764900758862495,-0.000436129339504987,0.16266697645187378,27.004751205444336,0.1335187703371048,0.713034987449646,4000.0,50688.0,0.24609375,0.19184920191764832,0.09883850067853928,0.5695870518684387,0.8723724484443665,0.07421875,0.037109375,242.0,1210.0,1210.0,88.0,-0.1984855830669403,0.12603411078453064,0.0015427740290760994,0.0,0.21176470816135406,0.1889009028673172,0.1011904925107956,0.0494791679084301,4.222222328186035,0.3593752682209015,8192.0,11.0,0.932030200958252
